timestamp,total_cpu_workload
1970-01-01 00:00:00,1.1476850509643555
1970-01-01 01:00:00,0.8077659606933594
1970-01-01 02:00:00,3.002908706665039
1970-01-01 03:00:00,0.19169044494628906
1970-01-01 04:00:00,5.47633171081543
1970-01-01 05:00:00,2.313300132751465
1970-01-01 06:00:00,10.910945892333984
1970-01-01 07:00:00,39.637908935546875
1970-01-01 08:00:00,2.899052619934082
1970-01-01 09:00:00,1.6466121673583984
1970-01-01 10:00:00,34.61567687988281
1970-01-01 11:00:00,4.03279972076416
1970-01-01 12:00:00,1.9215116500854492
1970-01-01 13:00:00,0.19693279266357422
1970-01-01 14:00:00,0.5190105438232422
1970-01-01 15:00:00,2.0064544677734375
1970-01-01 16:00:00,0.0988454818725586
1970-01-01 17:00:00,0.20588016510009766
1970-01-01 18:00:00,0.6653423309326172
1970-01-01 19:00:00,0.26140785217285156
1970-01-01 20:00:00,6.20758056640625
1970-01-01 21:00:00,7.509471893310547
1970-01-01 22:00:00,9.409416198730469
1970-01-01 23:00:00,6.492469787597656
1970-01-02 00:00:00,13.500133514404297
1970-01-02 01:00:00,34.192766189575195
1970-01-02 02:00:00,1.5671424865722656
1970-01-02 03:00:00,13.59437370300293
1970-01-02 04:00:00,0.008688926696777344
1970-01-02 05:00:00,0.7941522598266602
1970-01-02 06:00:00,1.3781147003173828
1970-01-02 07:00:00,3.2121896743774414
1970-01-02 08:00:00,13.232726097106934
1970-01-02 09:00:00,0.815821647644043
1970-01-02 10:00:00,1.899749755859375
1970-01-02 11:00:00,1.2284297943115234
1970-01-02 12:00:00,0.2680397033691406
1970-01-02 13:00:00,7.728846549987793
1970-01-02 14:00:00,3.0167770385742188
1970-01-02 15:00:00,3.865875244140625
1970-01-02 16:00:00,2.3052902221679688
1970-01-02 17:00:00,32.94191265106201
1970-01-02 18:00:00,41.73289203643799
1970-01-02 19:00:00,1.3006134033203125
1970-01-02 20:00:00,1.3525285720825195
1970-01-02 21:00:00,2.253246307373047
1970-01-02 22:00:00,2.3937807083129883
1970-01-02 23:00:00,13.899312973022461
1970-01-03 00:00:00,22.79853343963623
1970-01-03 01:00:00,5.891251564025879
1970-01-03 02:00:00,51.09678363800049
1970-01-03 03:00:00,0.35010337829589844
1970-01-03 04:00:00,1.1436357498168945
1970-01-03 05:00:00,0.6715106964111328
1970-01-03 06:00:00,6.303583145141602
1970-01-03 07:00:00,1.1042604446411133
1970-01-03 08:00:00,0.09355640411376953
1970-01-03 09:00:00,0.1664876937866211
1970-01-03 10:00:00,0.8435859680175781
1970-01-03 11:00:00,0.12017345428466797
1970-01-03 12:00:00,47.12622928619385
1970-01-03 13:00:00,0.877079963684082
1970-01-03 14:00:00,1.3010692596435547
1970-01-03 15:00:00,0.42286109924316406
1970-01-03 16:00:00,1.568385124206543
1970-01-03 17:00:00,9.847859382629395
1970-01-03 18:00:00,0.6145057678222656
1970-01-03 19:00:00,2.3677921295166016
1970-01-03 20:00:00,0.1571207046508789
1970-01-03 21:00:00,2.4169721603393555
1970-01-03 22:00:00,22.703726768493652
1970-01-03 23:00:00,2.224222183227539
1970-01-04 00:00:00,2.004143714904785
1970-01-04 01:00:00,0.04610157012939453
1970-01-04 02:00:00,1.389535903930664
1970-01-04 03:00:00,0.7103891372680664
1970-01-04 04:00:00,1.6259403228759766
1970-01-04 05:00:00,0.7894964218139648
1970-01-04 06:00:00,8.661850929260254
1970-01-04 07:00:00,4.9333953857421875
1970-01-04 08:00:00,2.036831855773926
1970-01-04 09:00:00,3.755817413330078
1970-01-04 10:00:00,26.95837116241455
1970-01-04 11:00:00,0.39434242248535156
1970-01-04 12:00:00,0.17161941528320312
1970-01-04 13:00:00,1.4583921432495117
1970-01-04 14:00:00,0.12412643432617188
1970-01-04 15:00:00,0.4671001434326172
1970-01-04 16:00:00,2.577970504760742
1970-01-04 17:00:00,0.4088153839111328
1970-01-04 18:00:00,3.507221221923828
1970-01-04 19:00:00,4.11396598815918
1970-01-04 20:00:00,27.38650608062744
1970-01-04 21:00:00,1.479506492614746
1970-01-04 22:00:00,0.09512710571289062
1970-01-04 23:00:00,6.9808502197265625
1970-01-05 00:00:00,0.2814016342163086
1970-01-05 01:00:00,0.12942981719970703
